IUSA Number,Y2019,Y2020,Y2021,Company Name,Address,City,State,ZIP Code,Primary SIC Description
53-350-4205,1,1,1,Napoli Pizzeria,2006 Murray Ave,Pittsburgh,PA,15217,Pizza
53-350-4585,1,1,1,Cafe Zinho,238 Spahr St,Pittsburgh,PA,15232,Restaurants
53-350-5129,1,1,1,China Taste,630 E Ohio St,Pittsburgh,PA,15212,Restaurants
53-350-5475,1,1,1,Creperie St Jean,1001 Perry Hwy,Pittsburgh,PA,15237,Restaurants
53-350-6135,1,1,1,Vinny's Pizza,618 Brookline Blvd # 2,Pittsburgh,PA,15226,Pizza
53-350-6192,1,1,1,Milano Pizza,1304 5th Ave,Pittsburgh,PA,15219,Pizza
53-350-6481,1,1,1,Pizza Parma-Shadyside,217 S Highland Ave,Pittsburgh,PA,15206,Pizza
53-350-6648,1,1,1,Amilis Pizzeria,1021 Brownsville Rd,Pittsburgh,PA,15210,Pizza
53-350-6721,1,1,1,Sammy's Pizzeria,2145 Noblestown Rd,Pittsburgh,PA,15205,Restaurants
53-350-8495,1,1,1,Little Asia,301 S Craig St # 2,Pittsburgh,PA,15213,Restaurants
53-350-9675,1,1,1,Peoples Restaurant,5147 Penn Ave # 1,Pittsburgh,PA,15224,Restaurants
53-350-9709,1,1,1,Piper's Pub,1828 E Carson St,Pittsburgh,PA,15203,Restaurants
53-350-9915,1,1,1,Primanti Bros,4501 Steubenville Pike,Pittsburgh,PA,15205,Restaurants
53-351-0087,1,0,0,Rusty Dory Pub,850 Ohio River Blvd,Pittsburgh,PA,15202,Restaurants
53-351-0350,0,1,0,Sharp Edge Creekhouse,288 W Steuben St,Pittsburgh,PA,15205,Restaurants
53-351-0715,1,1,1,Thai Place Restaurant II,1034 Freeport Rd,Pittsburgh,PA,15238,Restaurants
53-351-6548,1,1,1,D's Sixpax & Dogz,1118 S Braddock Ave,Pittsburgh,PA,15218,Restaurants
53-712-1725,0,1,1,Dish Osteria & Bar,128 S 17th St,Pittsburgh,PA,15203,Restaurants
54-516-4618,1,1,1,Eggs R Us,2350 Noblestown Rd # 13,Pittsburgh,PA,15205,Restaurants
54-516-4618,1,1,1,Eggs-R Us,2350 Noblestown Rd,Pittsburgh,PA,15205,Restaurants
54-516-4618,1,1,1,Eggs-R-Us,2350 Noblestown Rd,Pittsburgh,PA,15205,Restaurants
55-804-2982,1,1,1,Tyson Foods Inc,1344 Greystone Dr,Pittsburgh,PA,15241,Poultry Processing Plants (Mfrs)
55-852-2454,1,1,1,Pamela's Diner,232 North Ave,Pittsburgh,PA,15209,Restaurants
56-180-7132,1,1,1,Umi Restaurant,5849 Ellsworth Ave,Pittsburgh,PA,15232,Restaurants
56-474-2328,1,1,1,Art's Tavern,2852 Penn Ave,Pittsburgh,PA,15222,Bars
56-475-7862,1,1,0,Degiroma Inc,7105 Harrison Ave,Pittsburgh,PA,15218,Bars
56-475-8001,1,1,1,Fireside Caribbean Restaurant,796 Penn Ave,Pittsburgh,PA,15221,Restaurants
56-475-9850,1,0,1,Indigo Blue,699 Rodi Rd,Pittsburgh,PA,15235,Restaurants
56-476-6640,1,1,1,Gandy Dancer Saloon,100 W Station Square Dr # 1,Pittsburgh,PA,15219,Restaurants
56-478-1441,1,0,0,Mc Donald's,505 Smithfield St,Pittsburgh,PA,15222,Restaurants
56-479-1911,1,0,0,Uncle Bill's,1535 Lowrie St,Pittsburgh,PA,15212,Restaurants
56-482-0835,1,1,1,Sheetz,8607 Perry Hwy,Pittsburgh,PA,15237,Convenience Stores
56-482-7673,1,1,1,Green Forest Brazilian Rstrnt,655 Rodi Rd # 1,Pittsburgh,PA,15235,Restaurants
56-482-7673,1,1,1,Green Forest Brazilian Rstrnt,11851 Joan Dr,Pittsburgh,PA,15235,Restaurants
56-483-5932,1,1,1,Fox's Pizza Den,6 Bailey Ave,Pittsburgh,PA,15211,Pizza
56-483-6500,1,1,1,Primanti Bros,1832 E Carson St,Pittsburgh,PA,15203,Restaurants
56-483-6732,1,1,1,Starbucks,1400 E Carson St # 4,Pittsburgh,PA,15203,Coffee Shops
56-483-6807,1,1,1,Subway,2771 E Carson St,Pittsburgh,PA,15203,Restaurants
56-484-6954,1,1,1,Milky Way,2120 Murray Ave,Pittsburgh,PA,15217,Restaurants
56-485-2861,1,1,1,Pie,1707 E Carson St,Pittsburgh,PA,15203,Restaurants
56-485-4107,1,1,1,Einstein Bros Bagels,3 Ppg Pl # 1a,Pittsburgh,PA,15222,Bagels
56-486-6424,1,1,1,Souper Bowl,910 5th Ave,Pittsburgh,PA,15219,Restaurants
56-488-3619,1,1,1,Ice Castle Arena,990 Castle Shannon Blvd,Pittsburgh,PA,15234,Skating Rinks
56-488-6299,1,1,1,Braddock's Pittsburgh Brssr,107 6th St,Pittsburgh,PA,15222,Restaurants
56-488-6489,1,1,1,Renaissance,107 6th St,Pittsburgh,PA,15222,Hotels & Motels
56-488-6489,1,1,1,Renaissance Pittsburgh,107 6th St,Pittsburgh,PA,15222,Hotels & Motels
56-488-8782,1,1,1,Upbeat Entertainment,1420 Belasco Ave,Pittsburgh,PA,15216,Music & Live Entertainment
56-490-6493,1,1,1,Pleasant Bar,32 Old Clairton Rd,Pittsburgh,PA,15236,Bars
56-491-3341,1,1,1,Girasole,733 Copeland St # 1,Pittsburgh,PA,15232,Restaurants
56-492-1161,1,1,1,Hop's Place,3037 Shadeland Ave,Pittsburgh,PA,15212,Bars
56-492-1583,1,1,1,Nordon Inc,707 Parkway View Dr,Pittsburgh,PA,15205,Restaurant Equipment & Supplies (Whls)
56-492-3720,1,1,1,Spades Catering,317 S Birmingham Ave,Pittsburgh,PA,15202,Restaurants
56-492-6327,1,1,1,Five Guys,1029 Freeport Rd,Pittsburgh,PA,15238,Restaurants
56-493-1764,1,1,1,Shooti's Bar & Grille,100 Boyce Park Dr # J,Pittsburgh,PA,15239,Restaurants
56-493-3000,1,0,1,Bon Vie,211 Summit Park Dr,Pittsburgh,PA,15275,Restaurants
56-493-3000,1,0,1,Bravo! Italian Kitchen,211 Summit Park Dr,Pittsburgh,PA,15275,Restaurants
56-493-3927,1,1,1,Monte Cello's,2198 Babcock Blvd,Pittsburgh,PA,15209,Restaurants
56-494-7646,1,1,1,Venice Pizzeria,4144 Saw Mill Run Blvd,Pittsburgh,PA,15227,Pizza
56-494-7711,1,1,1,Prospect Inn,1724 Prospect Rd,Pittsburgh,PA,15236,Bars
56-494-8107,1,1,1,Gorman's Pub,3301 Saw Mill Run Blvd,Pittsburgh,PA,15227,Bars
56-495-7561,1,1,1,M & J Management,1366 Old Freeport Rd,Pittsburgh,PA,15238,Business Management Consultants
56-495-7561,1,1,1,M & J Management Corp,1366 Old Freeport Rd,Pittsburgh,PA,15238,Business Management Consultants
56-495-8569,1,1,1,Mandi Foods,270 Alpha Dr,Pittsburgh,PA,15238,Restaurants
56-496-8220,1,1,1,Panera Bread,1500 Washington Rd # 1202,Pittsburgh,PA,15228,Restaurants
56-497-1331,1,1,1,Club Cafe,56 S 12th St,Pittsburgh,PA,15203,Night Clubs
56-497-8575,1,1,0,Sarku Japan,301 S Hills Vlg,Pittsburgh,PA,15241,Restaurants
56-497-8617,1,1,1,Subway,411 7th Ave,Pittsburgh,PA,15219,Restaurants
56-605-5208,1,1,1,Marathon Diner,1000 Airport Blvd,Pittsburgh,PA,15231,Restaurants
56-605-5208,1,1,1,Marathon Diner,1000 Airport Blvd,Pittsburgh,PA,15231,
56-605-5448,1,1,1,Mc Donald's,1000 Airport Blvd,Pittsburgh,PA,15231,Restaurants
56-653-0390,1,1,1,Green Garden,300 Beverly Rd # C,Pittsburgh,PA,15216,Restaurants
56-653-0507,1,1,1,New China Garden,890 Butler St,Pittsburgh,PA,15223,Restaurants
57-619-3304,1,1,1,Mark's Grille & Catering,905 Penn Ave,Pittsburgh,PA,15222,Restaurants
57-619-3304,1,1,1,Mark's Grille & Catering,923 Penn Ave,Pittsburgh,PA,15222,Restaurants
57-619-3544,1,1,1,Cracker Barrel Old Country Str,200 Davis Blvd,Pittsburgh,PA,15275,Restaurants
57-775-0896,1,1,1,Bruster's Real Ice Cream,9600 Perry Hwy,Pittsburgh,PA,15237,Ice Cream Parlors
58-583-6398,1,1,1,Olive Or Twist-The Lounge,140 6th St,Pittsburgh,PA,15222,Restaurants
58-870-0476,0,0,1,Sip & Spin,1940 Broadway Ave,Pittsburgh,PA,15216,Laundry & Garment Services NEC
58-870-0591,1,1,1,Uptown Coffee,723 Washington Rd,Pittsburgh,PA,15228,Coffee Shops
58-870-2159,1,1,0,Mt Troy Ballroom,33 Lonsdale St,Pittsburgh,PA,15212,Wedding Supplies & Services
58-871-1614,1,1,1,Dairy Queen,1693 Mcfarland Rd,Pittsburgh,PA,15216,Ice Cream Parlors
58-871-1689,1,1,1,Joe's Water Ice,7179 Saltsburg Rd,Penn Hills,PA,15235,Ice Cream Parlors
58-871-1689,1,1,1,Joe's Water Ice,7179 Saltsburg Rd,Pittsburgh,PA,15235,Ice Cream Parlors
58-871-2588,1,1,1,Ruggers Pub,40 S 22nd St,Pittsburgh,PA,15203,Restaurants
58-871-4022,1,1,1,Sarafino's Homestyle Italian,40 E Crafton Ave,Pittsburgh,PA,15205,Pizza
58-871-6399,1,1,1,Graziano's Pizzeria,4109 Penn Ave,Pittsburgh,PA,15224,Pizza
58-871-9468,1,1,1,Pizza Stop,1315 Mifflin Rd # 3,Pittsburgh,PA,15207,Pizza
58-872-0284,1,1,1,Sam's Club,249 Summit Park Dr,Pittsburgh,PA,15275,Wholesale Clubs
58-872-0706,1,1,1,Say Cheese Pizza Co,3006 Meyeridge Rd,Pittsburgh,PA,15209,Pizza
58-872-5499,1,1,1,Aladdin's Eatery,5878 Forbes Ave,Pittsburgh,PA,15217,Restaurants
58-872-5598,1,1,1,Applebee's,6570 Steubenville Pike,Pittsburgh,PA,15205,Restaurants
58-872-5598,1,1,1,Applebee's Grill + Bar,6570 Steubenville Pike,Pittsburgh,PA,15205,Restaurants
58-872-5762,1,1,1,Auntie Anne's Pretzels,301 S Hills # Sruserialas98-11,Pittsburgh,PA,15241,Pretzels-Retail
58-872-5762,1,1,1,Auntie Anne's Pretzels,301 S Hills Vlg # 7,Pittsburgh,PA,15241,Pretzels-Retail
58-872-6281,1,1,1,Chick-Fil-A,100 Robinson Center Dr # Fc-5,Pittsburgh,PA,15205,Restaurants
58-872-6802,1,1,1,Hidden Harbor,1704 Shady Ave,Pittsburgh,PA,15217,Restaurants
58-872-7198,1,1,1,Jimmy John's,3444 Forbes Ave # Campus,Pittsburgh,PA,15213,Restaurants
58-872-7354,1,1,1,Lidia's,1400 Smallman St,Pittsburgh,PA,15222,Restaurants
58-872-7495,1,1,1,Lot 17,4617 Liberty Ave,Pittsburgh,PA,15224,Restaurants
58-872-7495,1,1,1,Lot 17 Bar & Grill,4617 Liberty Ave,Pittsburgh,PA,15224,Restaurants
58-872-7651,1,1,1,Nadine's,19 S 27th St,Pittsburgh,PA,15203,Bars
58-872-7859,1,1,1,North Shore Cafe,1501 Reedsdale St # 2,Pittsburgh,PA,15233,Restaurants
58-872-7990,1,1,1,Panera Bread,250 Mcholme Dr,Pittsburgh,PA,15275,Restaurants
58-872-8071,0,1,1,Philthy Mcnasty's Bar & Grill,30 E Station Square Dr,Pittsburgh,PA,15219,Restaurants
58-872-8089,1,1,1,Pho Minh,4917 Penn Ave,Pittsburgh,PA,15224,Restaurants
58-872-8204,1,1,1,Primanti Bros,830 Clairton Blvd,Pittsburgh,PA,15236,Restaurants
58-872-8378,1,1,1,Subway,950 Ridge Ave,Pittsburgh,PA,15212,Restaurants
58-872-8519,1,1,1,Subway,3070 Mcintyre Square Dr,Pittsburgh,PA,15237,Restaurants
58-872-8600,1,1,1,Tiki Lounge,2003 E Carson St,Pittsburgh,PA,15203,Restaurants
58-872-8717,1,1,1,Wang's Kitchen,2901 Brownsville Rd,Brentwood,PA,15227,Restaurants
58-872-8717,1,1,1,Wang's Kitchen,3625 Brownsville Rd,Pittsburgh,PA,15227,Restaurants
59-082-6939,1,0,0,Coyote Cafe,4509 Liberty Ave,Pittsburgh,PA,15224,Bars
59-847-9392,1,1,1,Legends Eatery,500 E North Ave # 1,Pittsburgh,PA,15212,Restaurants
59-847-9392,1,1,1,Legends Of The North Shore,500 E North Ave # 1,Pittsburgh,PA,15212,Restaurants
60-252-6105,1,1,1,Large Plain,3286 Babcock Blvd,Pittsburgh,PA,15237,Pizza
60-327-9068,1,0,0,Flamers Charburgers,100 5th Ave,Pittsburgh,PA,15222,Restaurants
60-327-9522,1,1,1,Grandview Parking,1212 Grandview Ave,Pittsburgh,PA,15211,Restaurants
60-327-9522,1,1,1,Grandview Saloon,1212 Grandview Ave,Pittsburgh,PA,15211,Restaurants
60-328-0207,1,1,1,Jt's On Brownsville Inc,4143 Brownsville Rd,Brentwood,PA,15227,Restaurants
60-328-0207,1,1,1,Jt's On Brownsville Inc,4143 Brownsville Rd,Pittsburgh,PA,15227,Restaurants
60-328-1254,1,1,1,Gandy's Lounge,7906 Frankstown Ave,Pittsburgh,PA,15221,Cocktail Lounges
60-328-1387,1,1,1,Mitchell's Fish Mkt-Pittsburgh,1500 Washington Rd,Pittsburgh,PA,15228,Restaurants
60-328-1486,1,1,1,Crazy Mocha,5607 Baum Blvd,Pittsburgh,PA,15206,Coffee & Tea
60-328-1742,1,0,0,Nine On Nine,900 Penn Ave # 100,Pittsburgh,PA,15222,Restaurants
60-328-2690,1,1,1,Pizza Parma,1790 N Highland Rd,Pittsburgh,PA,15241,Pizza
60-328-2690,1,1,1,Pizza Parma-Upper St Clair,1790 N Highland Rd,Pittsburgh,PA,15241,Pizza
60-328-4209,1,1,0,Six Penn Kitchen,146 6th St,Pittsburgh,PA,15222,Restaurant Management
60-328-4282,1,1,1,Soho,203 Federal St,Pittsburgh,PA,15212,Restaurants
60-328-5842,1,1,1,Wok In Heaven,415 Unity Center Rd,Pittsburgh,PA,15239,Restaurants
60-328-5842,1,1,1,Wok In Heaven,415 Unity Center Rd,Plum,PA,15239,Restaurants
60-329-3952,1,1,1,Baja Bar & Grill,1366 Old Freeport Rd,Pittsburgh,PA,15238,Bars
60-329-4216,1,1,1,Double L,307 Grant Ave,Pittsburgh,PA,15209,Bars
60-329-4596,1,1,1,Westin Convention Ctr Pttsbrgh,1000 Penn Ave # 1,Pittsburgh,PA,15222,Hotels & Motels
60-329-4596,1,1,1,Westin Pittsburgh,1000 Penn Ave # 1,Pittsburgh,PA,15222,Hotels & Motels
60-329-6799,1,1,1,Holy Cross Comms-Newsletter,123 Gilkeson Rd,Mt Lebanon,PA,15228,Social Service & Welfare Organizations
60-329-6799,1,1,1,Holy Cross Comms-Newsletter,123 Gilkeson Rd,Pittsburgh,PA,15228,Social Service & Welfare Organizations
60-330-1656,1,1,1,All In Good Taste Productions,1520 Monterey St,Pittsburgh,PA,15212,Caterers
60-330-6135,1,1,1,Parador Inn,939 Western Ave,Pittsburgh,PA,15233,Inns
60-331-2406,1,1,1,Penn City Grill,1000 Penn Ave,Pittsburgh,PA,15222,Restaurants
60-331-3909,1,1,1,Dj's 7141,7141 Frankstown Ave,Pittsburgh,PA,15208,Bars
60-331-6944,1,1,1,Sheraton Pittsburgh Hotel,300 W Station Square Dr,Pittsburgh,PA,15219,Hotels & Motels
60-332-1209,1,1,1,Bigelow Grille,1 Bigelow Sq,Pittsburgh,PA,15219,Restaurants
60-333-6389,1,0,0,Smallman Street Deli,1912 Murray Ave,Pittsburgh,PA,15217,Restaurants
60-334-4482,1,1,1,Joll Development Co Inc,110 Andrew Dr,Pittsburgh,PA,15275,Restaurants
60-335-1016,1,1,1,Italian Village Pizza,2713 Brownsville Rd,Pittsburgh,PA,15227,Restaurant Management
60-335-1016,1,1,1,Italian Village Pizza,3075 Clairton Rd # 696,West Mifflin,PA,15123,Restaurant Management
60-335-8854,1,1,1,August Henry's,946 Penn Ave,Pittsburgh,PA,15222,Restaurants
60-335-9027,1,1,1,Miller's Seafood House,3853 California Ave,Pittsburgh,PA,15212,Restaurants
60-336-0264,1,1,1,Cold Stone Creamery,1035 Freeport Rd,Pittsburgh,PA,15238,Ice Cream Parlors
60-336-0926,1,1,1,Sheetz,5410 Campbells Run Rd,Pittsburgh,PA,15205,Convenience Stores
60-336-8267,1,1,1,1613 Saloon,1613 Brownsville Rd,Pittsburgh,PA,15210,Restaurants
60-336-8564,1,1,1,Wendy's,60 Towne Square Way,Brentwood,PA,15227,Restaurants
60-336-8564,1,1,1,Wendy's,60 Towne Square Way,Pittsburgh,PA,15227,Restaurants
60-336-8697,1,1,1,Number One Kitchen,1107 Brownsville Rd,Pittsburgh,PA,15210,Restaurants
60-357-2173,1,1,1,Doubletree,1 Bigelow Sq # 1,Pittsburgh,PA,15219,Hotels & Motels
60-480-2967,1,1,1,Sheetz,1000 Clairton Blvd,Pittsburgh,PA,15236,Convenience Stores
60-483-3095,1,1,1,Cocina De Mexico,633 Smithfield St,Pittsburgh,PA,15222,Restaurants
60-705-2966,1,1,1,Pho Kim 88,4100 Library Rd # 3,Pittsburgh,PA,15234,Restaurants
60-709-5239,1,1,1,Starbucks,5932 Centre Ave # 1,Pittsburgh,PA,15206,Coffee Shops
60-709-5239,1,1,1,Starbucks,5932 Penn Cir S,Pittsburgh,PA,15206,Coffee Shops
60-744-1946,1,1,1,Double Wide Grill,2339 E Carson St,Pittsburgh,PA,15203,Restaurants
60-954-7906,1,1,1,Papa Allen's Pizza,107 Smithfield St,Pittsburgh,PA,15222,Pizza
60-954-7989,1,1,1,Chipotle Mexican Grill,310 Mcholme Dr,Pittsburgh,PA,15275,Restaurants
60-962-2402,1,1,1,Bistro 19,850 Boyce Rd # 10,Bridgeville,PA,15017,Restaurants
60-962-2402,1,1,1,Bistro 19,711 Washington Rd,Pittsburgh,PA,15228,Restaurants
60-962-2527,1,1,1,Jodi B's Restaurant,21 Yost Blvd,Pittsburgh,PA,15221,Restaurants
61-279-7829,1,1,1,Potenza Pizza & Pasta,4709 Centre Ave,Pittsburgh,PA,15213,Pizza
61-281-5977,1,1,1,Hyde Park Prime Steakhouse,247 N Shore Dr,Pittsburgh,PA,15212,Restaurants
61-289-4139,1,1,1,Cuzamil Restaurante Mexicano,2109 Murray Ave,Pittsburgh,PA,15217,Restaurants
61-308-8939,1,1,1,Hook Fish & Chicken,1221 Federal St,Pittsburgh,PA,15212,Restaurants
61-314-6372,1,1,1,Qdoba Mexican Eats,601 Grant St # 150,Pittsburgh,PA,15219,Restaurants
61-574-1857,1,1,1,Cheesecake Factory,1000 Ross Park Mall Dr # M5,Pittsburgh,PA,15237,Restaurants
61-593-6283,1,1,1,Pita Pit,2763 E Carson St # C-105,Pittsburgh,PA,15203,Restaurants
61-869-9110,1,1,1,Aladdins Eatery,4885 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
61-901-8716,1,1,1,Chipotle Mexican Grill,4800 Baum Blvd,Pittsburgh,PA,15213,Restaurants
61-915-2176,1,1,1,Ichiban Hibachi & Sushi,1160 Park Manor Blvd,Pittsburgh,PA,15205,Restaurants
62-024-5878,1,1,1,Tom's Diner,2937 W Liberty Ave,Pittsburgh,PA,15216,Restaurants
62-024-5878,1,1,1,Tom's Diner,1246 Mississippi Ave,Pittsburgh,PA,15216,Restaurants
62-024-6793,1,1,1,Original Oyster House,20 Market Sq,Pittsburgh,PA,15222,Restaurants
62-024-7312,1,1,1,Legume,208 N Craig St,Pittsburgh,PA,15213,Restaurants
62-024-7312,1,1,1,Legume,214 N Craig St,Pittsburgh,PA,15213,Restaurants
62-027-6402,1,1,1,Mike & Tony's Gyros,927 Liberty Ave,Pittsburgh,PA,15222,Restaurants
62-027-8242,0,1,1,Pinsker's Judaica Ctr,2028 Murray Ave,Pittsburgh,PA,15217,Gift Shops
62-065-6744,1,1,1,Mc Donald's,11591 Frankstown Rd,Pittsburgh,PA,15235,Restaurants
62-397-4193,1,1,1,Down The Road Lounge,700 Unity Center Rd,Pittsburgh,PA,15239,Bars
62-684-8766,1,1,1,Subway,7714 Penn Ave,Pittsburgh,PA,15221,Restaurants
62-693-5456,1,1,1,El Campesino,460 Home Dr,Pittsburgh,PA,15275,Restaurants
62-693-5456,1,1,1,El Campesino-Robinson,460 Home Dr,Pittsburgh,PA,15275,Restaurants
62-708-5715,1,1,1,Longhorn Steakhouse,200 Robinson Center Dr,Pittsburgh,PA,15205,Restaurants
62-951-8994,1,1,1,Subway,219 Shiloh St # 5,Pittsburgh,PA,15211,Restaurants
62-983-7451,1,1,1,Aspinwall Beans 'N' Cream,16 Brilliant Ave,Pittsburgh,PA,15215,Coffee Shops
63-213-6032,1,1,1,Penn Avenue Fish Co,2208 Penn Ave,Pittsburgh,PA,15222,Restaurants
63-225-3761,1,1,1,Luma Restaurant,186 Castle Shannon Blvd,Pittsburgh,PA,15228,Restaurants
63-225-3761,1,1,1,Luma-Mt Lebo,186 Castle Shannon Blvd,Mt Lebanon,PA,15228,Restaurants
63-225-3779,1,1,1,Giovannis Pizza & Pasta,3047 W Liberty Ave,Pittsburgh,PA,15216,Pizza
63-427-8907,1,1,1,Emma's Market & Deli,1580 Mclaughlin Run Rd # 101a,Pittsburgh,PA,15241,Restaurants
63-427-8907,1,1,1,Emma's Market & Deli,1580 Mclaughlin Run Rd # 101a,Pittsburgh,PA,15241,
63-427-9996,1,1,1,Mandarin Gourmet,305 Wood St,Pittsburgh,PA,15222,Caterers
63-427-9996,1,1,1,Mandarin Gourmet,305 Wood St,Pittsburgh,PA,15222,Restaurants
63-428-4004,1,1,1,Domino's,21 Foster Ave,Pittsburgh,PA,15205,Pizza
63-428-4020,1,1,1,Domino's,119 N Sheridan Ave,Pittsburgh,PA,15206,Pizza
63-428-4038,1,1,1,Donte's Pizzeria,6409 Brownsville Rd,Pittsburgh,PA,15236,Pizza
63-428-5530,1,1,1,Southside Sin City Inc,223 Atwood St,Pittsburgh,PA,15213,Restaurant Management
63-429-0431,1,1,1,Cambod-Ican Kitchen,1741 Arlington Ave,Pittsburgh,PA,15210,Restaurants
63-429-2957,1,1,1,P J's Grille & Bar,164 Fort Couch Rd,Pittsburgh,PA,15241,Restaurants
63-429-3344,1,1,1,Hop House,2749 Noblestown Rd # 1,Pittsburgh,PA,15205,Restaurants
63-429-3344,1,1,1,Hop House Green Tree,2749 Noblestown Rd # 1,Pittsburgh,PA,15205,Restaurants
63-429-3419,1,1,1,Houlihan's,1500 Washington Rd # 1210,Pittsburgh,PA,15228,Restaurants
63-429-4946,1,1,1,Steel Town,1251 Wilkins Ave,Pittsburgh,PA,15221,Hotels & Motels
63-429-4946,1,1,1,Steel Town Inn,1251 Wilkins Ave,Pittsburgh,PA,15221,Restaurants
63-429-6842,1,1,1,Margaret's Fine Imports,5872 Forbes Ave,Pittsburgh,PA,15217,Restaurants
63-430-4968,1,1,1,Piacquadio's Restaurant,300 Mount Lebanon Blvd,Pittsburgh,PA,15234,Restaurants
63-430-4968,1,1,1,Piacquadios Italian Rstrnt-Lng,300 Mount Lebanon Blvd # 5,Pittsburgh,PA,15234,Restaurants
63-430-8233,1,1,1,St Gabriel-The Sorrowful,5302 Greenridge Dr,Pittsburgh,PA,15236,Churches
63-430-8274,1,1,1,Union Station,801 N Negley Ave,Pittsburgh,PA,15206,Coffee Shops
63-431-9339,1,1,1,Lefty's,2021 Penn Ave,Pittsburgh,PA,15222,Bars
63-431-9727,1,1,1,Crazy Mocha Coffee Co,420 Fort Duquesne Blvd # 185,Pittsburgh,PA,15222,Coffee Shops
63-432-4198,1,1,1,Difiore's Ice Cream Delite,120 Shiloh St,Pittsburgh,PA,15211,Ice Cream Parlors
63-432-4198,1,1,1,Difiore's Ice Cream Delite,120 Shiloh St,Pittsburgh,PA,15211,Restaurants
63-432-6789,1,1,1,Au Bon Pain,600 Grant St # 6,Pittsburgh,PA,15219,Restaurants
63-432-6813,1,1,1,Starbucks,112 Washington Pl,Pittsburgh,PA,15219,Coffee Shops
63-433-3231,1,1,1,Szechuan Express,613 S Millvale Ave,Pittsburgh,PA,15224,Restaurants
63-433-3256,1,1,1,Penn Station East Coast Subs,4815 Centre Ave # 102,Pittsburgh,PA,15213,Restaurants
63-467-7165,1,1,1,Spin Bartini & Ultra Lounge,5744 Ellsworth Ave,Pittsburgh,PA,15232,Bars
63-505-5205,1,1,0,Pizza Palermo,5440 Centre Ave # 3,Pittsburgh,PA,15232,Pizza
63-507-1145,1,1,1,Crazy Mocha Coffee,500 Grant St # 7,Pittsburgh,PA,15219,Coffee Shops
63-750-0190,1,1,1,Starbucks,1279 Camp Horne Rd,Pittsburgh,PA,15237,Coffee Shops
63-750-0265,1,1,1,Starbucks,4801 Mcknight Rd # 3,Pittsburgh,PA,15237,Coffee Shops
63-861-4156,1,1,1,Terrace Room,530 William Penn Pl,Pittsburgh,PA,15219,Nonclassified Establishments
63-861-4156,1,1,1,Terrace Room,530 William Penn Pl,Pittsburgh,PA,15219,Restaurants
63-861-6250,1,1,1,Lou's Little Corner Bar,4924 Liberty Ave,Pittsburgh,PA,15224,Bars
64-332-0641,1,1,1,Villa Fresh Italian Kitchen,301 S Hills Vlg,Pittsburgh,PA,15241,Restaurants
64-338-7574,1,1,1,Subway,101 W Station Square Dr # 100,Pittsburgh,PA,15219,Restaurants
64-348-1690,1,1,1,Bistro To Go LLC,415 E Ohio St # A,Pittsburgh,PA,15212,Restaurants
64-681-3246,1,1,1,Robbie's Super-Stuff Sprlcs,1000 Ardmore Blvd,Pittsburgh,PA,15221,Restaurants
64-681-3246,1,1,1,Robbie's Superstuff Bbq,1000 Ardmore Blvd,Wilkinsburg,PA,15221,Restaurants
64-958-0271,1,1,1,Stokes Grill,4771 Mcknight Rd # 5,Pittsburgh,PA,15237,Restaurants
64-989-6370,1,1,1,Prenta Cocktail Lounge,804 E Warrington Ave,Pittsburgh,PA,15210,Cocktail Lounges
65-003-8474,1,1,1,Gino Bros Pizzeria & Bar,1713 Main St,Pittsburgh,PA,15215,Pizza
65-003-8474,1,1,1,Gino Brothers Pizzeria,1713 Main St,Pittsburgh,PA,15215,Pizza
65-202-5487,1,1,1,Etown Bar Grill,304 Butler St,Pittsburgh,PA,15223,Restaurants
65-207-1564,1,1,1,Chicken Latino,2100 Broadway Ave,Pittsburgh,PA,15216,Restaurants
65-207-1564,1,1,1,Chicken Latino,2101 Penn Ave,Pittsburgh,PA,15222,Restaurants
65-224-4799,1,1,1,Starbucks,3145 Banksville Rd,Pittsburgh,PA,15216,Coffee Shops
65-350-6337,1,1,1,Capital Grille,301 5th Ave,Pittsburgh,PA,15222,Restaurants
65-481-3757,1,1,1,Subway,6210 Grand Ave,Pittsburgh,PA,15225,Restaurants
65-709-7622,1,1,1,Mc Cormick & Schmick's Seafood,301 5th Ave,Pittsburgh,PA,15222,Restaurants
65-714-7245,1,1,1,Little Tokyo,2122 E Carson St,Pittsburgh,PA,15203,Restaurants
65-726-5898,1,1,1,Hal's Bar & Grille,3225 Babcock Blvd,Pittsburgh,PA,15237,Restaurants
65-728-5292,1,1,1,Tana Ethiopian Cuisine,5929 Baum Blvd,Pittsburgh,PA,15206,Restaurants
65-732-1998,1,1,1,Lucia Rosa's Pizzeria,2847 Chartiers Ave,Pittsburgh,PA,15204,Pizza
65-732-2038,1,1,0,Fresh Corner,120 5th Ave # 305,Pittsburgh,PA,15222,Restaurants
65-907-6541,1,1,1,Wai Wai Chinese Cuisine,4717 Liberty Ave,Pittsburgh,PA,15224,Restaurants
65-909-3298,1,1,1,K & T Fish & Chicken,4521 Centre Ave,Pittsburgh,PA,15213,Restaurants
65-916-7019,1,1,1,Domino's,300 6th Ave # 100,Pittsburgh,PA,15222,Pizza
